Name,Distance,Distance_err,RA,Dec,SpectralType,Mass,Notes,OtherNames,Constellation,Source
HIP21589,149.38,0.0,4.6360,12.511,A6V,,,,,Isaacson et al.
HIP21594,109.26,0.0,4.6363,-14.304,K1III,,,,,Isaacson et al.
HIP21673,151.66,0.0,4.6526,15.800,A4m,,,,,Isaacson et al.
HIP21683,158.84,0.0,4.6546,15.918,A5Vn,,,,,Isaacson et al.
HIP21770,65.56,0.0,4.6760,-41.864,F2V,,,,,Isaacson et al.
HIP21818,43.70,0.0,4.6886,20.901,K3V,,,,,Isaacson et al.
HIP21861,90.02,0.0,4.7010,-37.144,F3V,,,,,Isaacson et al.
HIP21932,30.69,0.0,4.7155,18.958,M2,,,,,Isaacson et al.
HIP21988,72.73,0.0,4.7265,27.687,K5III,,,,,Isaacson et al.
HIP22044,157.21,0.0,4.7405,11.146,F0V,,,,,Isaacson et al.
HIP22122,66.54,0.0,4.7607,-50.074,K0V,,,,,Isaacson et al.
HIP22263,43.38,0.0,4.7934,-16.934,G3V,,,,,Isaacson et al.
HIP22287,162.10,0.0,4.8001,56.757,A3m,,,,,Isaacson et al.
HIP22288,85.13,0.0,4.8003,10.934,K7V,,,,,Isaacson et al.
HIP22361,148.73,0.0,4.8140,75.941,A9IV,,,,,Isaacson et al.
HIP22449,26.16,0.0,4.8307,6.961,F6V,,,,,Isaacson et al.
HIP22451,58.38,0.0,4.8312,-35.108,K2V,,,,,Isaacson et al.
HIP22498,76.32,0.0,4.8403,63.333,K7,,,,,Isaacson et al.
HIP22531,120.68,0.0,4.8487,-53.461,F0IV...,,,,,Isaacson et al.
HIP22627,39.46,0.0,4.8683,6.476,M4,,,,,Isaacson et al.
HIP22715,87.74,0.0,4.8846,22.235,K5V,,,,,Isaacson et al.
HIP22738,36.20,0.0,4.8920,-55.860,M2Ve,,,,,Isaacson et al.
HIP22762,40.12,0.0,4.8972,-17.773,M3,,,,,Isaacson et al.
HIP22787,84.47,0.0,4.9012,-35.404,K0V,,,,,Isaacson et al.
HIP22844,100.46,0.0,4.9147,-58.547,F3V,,,,,Isaacson et al.
HIP22845,120.35,0.0,4.9149,10.151,A0V,,,,,Isaacson et al.
HIP22907,58.38,0.0,4.9283,-28.564,K3/K4V,,,,,Isaacson et al.
HIP23147,53.82,0.0,4.9807,49.849,M2,,,,,Isaacson et al.
HIP23179,158.84,0.0,4.9876,37.890,A1V,,,,,Isaacson et al.
HIP23296,161.45,0.0,5.0111,-2.066,A8IV,,,,,Isaacson et al.
HIP23309,85.45,0.0,5.0131,-57.257,---,,,,,Isaacson et al.
HIP23311,28.73,0.0,5.0136,-5.754,K3V,,,,,Isaacson et al.
HIP23437,72.41,0.0,5.0381,-56.080,G5V,,,,,Isaacson et al.
HIP23452,27.76,0.0,5.0412,-21.256,M0V,,,,,Isaacson et al.
HIP23482,85.13,0.0,5.0469,-49.151,F2V,,,,,Isaacson et al.
HIP23497,162.75,0.0,5.0516,21.590,A7V,,,,,Isaacson et al.
HIP23512,30.23,0.0,5.0556,-17.373,K:,,,,,Isaacson et al.
HIP23516,85.78,0.0,5.0561,-23.250,K5V,,,,,Isaacson et al.
HIP23693,37.83,0.0,5.0919,-57.473,F7V,,,,,Isaacson et al.
HIP23708,37.51,0.0,5.0965,-57.554,K7V,,,,,Isaacson et al.
HIP23783,85.45,0.0,5.1113,51.598,F0V,,,,,Isaacson et al.
HIP23786,77.95,0.0,5.1117,14.446,K0V,,,,,Isaacson et al.
HIP23875,88.71,0.0,5.1308,-5.086,A3IIIva,,,,,Isaacson et al.
HIP23932,30.37,0.0,5.1431,-18.172,M5,,,,,Isaacson et al.
HIP23941,81.54,0.0,5.1455,-4.456,F2V,,,,,Isaacson et al.
GJ191,12.75,0.0,5.1946,-45.018,M2.0V,,,,,Isaacson et al.
HIP24284,41.42,0.0,5.2117,19.666,M5,,,,,Isaacson et al.
HIP24332,84.47,0.0,5.2215,37.337,F8,,,,,Isaacson et al.
HIP24340,162.43,0.0,5.2238,38.484,A4m,,,,,Isaacson et al.
HIP24454,85.45,0.0,5.2467,0.000,K2III,,,,,Isaacson et al.
HIP24659,109.91,0.0,5.2914,-34.895,K0/K1II,,,,,Isaacson et al.
HIP24783,65.88,0.0,5.3131,-21.394,K4V,,,,,Isaacson et al.
HIP24786,81.21,0.0,5.3140,-18.130,G0V,,,,,Isaacson et al.
HIP24813,41.10,0.0,5.3190,40.099,G0V,,,,,Isaacson et al.
HIP24819,54.79,0.0,5.3202,-3.074,K3V,,,,,Isaacson et al.
HIP24874,79.26,0.0,5.3332,-15.839,K3V,,,,,Isaacson et al.
HIP25110,68.17,0.0,5.3760,79.231,F6V,,,,,Isaacson et al.
HIP25119,64.91,0.0,5.3771,2.603,K3V,,,,,Isaacson et al.
HIP25220,46.64,0.0,5.3940,17.324,K2,,,,,Isaacson et al.
HIP25278,47.62,0.0,5.4071,17.383,F8V:SB,,,,,Isaacson et al.
HIP25283,57.73,0.0,5.4084,-38.969,K2,,,,,Isaacson et al.
HIP25421,58.38,0.0,5.4374,-32.505,K2/K3V,,,,,Isaacson et al.
HIP25486,87.41,0.0,5.4513,-11.901,F7V:,,,,,Isaacson et al.
HIP25544,63.60,0.0,5.4609,-60.416,G5V,,,,,Isaacson et al.
HIP25578,28.34,0.0,5.4667,9.644,M5,,,,,Isaacson et al.
HIP25623,42.07,0.0,5.4739,-3.499,K5V,,,,,Isaacson et al.
HIP25647,48.60,0.0,5.4791,-65.448,K1III(p,,,,,Isaacson et al.
HIP25775,62.95,0.0,5.5039,-42.697,M0V,,,,,Isaacson et al.
HIP25878,18.56,0.0,5.5243,-3.677,M1V,,,,,Isaacson et al.
HIP25918,100.46,0.0,5.5314,-76.341,K4III,,,,,Isaacson et al.
HIP26335,36.86,0.0,5.6086,11.328,K7,,,,,Isaacson et al.
HIP26366,115.79,0.0,5.6151,9.291,G8III-I,,,,,Isaacson et al.
HIP26369,78.93,0.0,5.6153,-47.963,---,,,,,Isaacson et al.
HIP26373,77.63,0.0,5.6158,-47.964,K0V,,,,,Isaacson et al.
HIP26394,59.36,0.0,5.6194,-80.469,G3IV,,,,,Isaacson et al.
HIP26501,82.19,0.0,5.6359,-46.106,G5,,,,,Isaacson et al.
HIP26505,66.86,0.0,5.6366,51.446,K2V,,,,,Isaacson et al.
HIP26563,153.29,0.0,5.6481,-7.213,A4V,,,,,Isaacson et al.
HIP26624,134.70,0.0,5.6586,-3.564,A8Vs,,,,,Isaacson et al.
HIP26779,39.79,0.0,5.6890,53.481,K1V,,,,,Isaacson et al.
HIP26801,40.44,0.0,5.6919,53.490,M1,,,,,Isaacson et al.
HIP26857,18.85,0.0,5.7026,12.489,M5,,,,,Isaacson et al.
HIP27072,29.22,0.0,5.7411,-22.448,F7V,,,,,Isaacson et al.
HIP27075,83.17,0.0,5.7412,-20.126,F8/G0V,,,,,Isaacson et al.
HIP27080,83.17,0.0,5.7422,-70.143,K0V,,,,,Isaacson et al.
HIP27100,144.81,0.0,5.7462,-65.735,A7V,,,,,Isaacson et al.
HIP27188,44.36,0.0,5.7634,62.237,M0,,,,,Isaacson et al.
HIP27207,66.86,0.0,5.7672,37.284,K0V,,,,,Isaacson et al.
HIP27288,70.12,0.0,5.7826,-14.822,A2Vann,,,,,Isaacson et al.
HIP27321,62.62,0.0,5.7881,-51.066,A3V,,,,,Isaacson et al.
HIP27323,67.51,0.0,5.7884,-48.525,M0V,,,,,Isaacson et al.
HIP27359,48.60,0.0,5.7946,-36.328,M2,,,,,Isaacson et al.
HIP27435,50.55,0.0,5.8097,-4.094,G4V,,,,,Isaacson et al.
HIP27628,85.78,0.0,5.8493,-35.768,K1.5III,,,,,Isaacson et al.
HIP27654,112.20,0.0,5.8554,-20.879,G8III/I,,,,,Isaacson et al.
HIP27803,65.56,0.0,5.8834,-5.995,M0V,,,,,Isaacson et al.
HIP27887,41.75,0.0,5.9012,-60.023,K3V,,,,,Isaacson et al.
HIP27890,88.71,0.0,5.9017,-63.089,K1III/I,,,,,Isaacson et al.
HIP27896,113.50,0.0,5.9030,-50.363,K1V,,,,,Isaacson et al.
HIP27913,28.25,0.0,5.9064,20.276,G0V,,,,,Isaacson et al.
HIP27918,86.76,0.0,5.9079,2.142,K3V,,,,,Isaacson et al.
HIP27922,74.04,0.0,5.9084,-19.704,G6V,,,,,Isaacson et al.
HIP27947,113.83,0.0,5.9139,-52.635,F0Ve...,,,,,Isaacson et al.
HIP28103,48.92,0.0,5.9401,-14.167,F1V,,,,,Isaacson et al.
HIP28267,75.67,0.0,5.9726,-4.651,G0,,,,,Isaacson et al.
HIP28368,44.03,0.0,5.9938,58.593,M1,,,,,Isaacson et al.
HIP28442,48.60,0.0,6.0054,-31.029,K3/K4V,,,,,Isaacson et al.
HIP28614,151.66,0.0,6.0397,9.647,Am...,,,,,Isaacson et al.
HIP28764,86.76,0.0,6.0746,-45.036,G0IV-V,,,,,Isaacson et al.
HIP28790,88.06,0.0,6.0778,-45.079,F4V,,,,,Isaacson et al.
HIP28954,50.23,0.0,6.1113,15.542,K0,,,,,Isaacson et al.
HIP29052,37.18,0.0,6.1288,-25.745,---,,,,,Isaacson et al.
HIP29067,81.21,0.0,6.1320,67.977,K8,,,,,Isaacson et al.
HIP29271,32.94,0.0,6.1707,-74.753,G5V,,,,,Isaacson et al.
HIP29277,30.63,0.0,6.1722,82.107,M3,,,,,Isaacson et al.
HIP29295,18.82,0.0,6.1763,-21.864,M1/M2V,,,,,Isaacson et al.
HIP29432,75.34,0.0,6.2002,6.783,G4V,,,,,Isaacson et al.
HIP29525,59.03,0.0,6.2201,10.627,G8V,,,,,Isaacson et al.
HIP29548,80.56,0.0,6.2265,63.394,M0,,,,,Isaacson et al.
HIP29568,54.14,0.0,6.2293,-23.862,G5V,,,,,Isaacson et al.
HIP29650,68.82,0.0,6.2475,19.156,F6V,,,,,Isaacson et al.
HIP29761,83.82,0.0,6.2674,70.781,G5,,,,,Isaacson et al.
HIP29800,63.93,0.0,6.2741,12.272,F5IV-V,,,,,Isaacson et al.
HIP29860,62.95,0.0,6.2878,5.100,G0.5Vb,,,,,Isaacson et al.
HIP30060,149.05,0.0,6.3271,59.011,A2Vs,,,,,Isaacson et al.
HIP30112,91.00,0.0,6.3370,2.259,K7V,,,,,Isaacson et al.
HIP30314,76.32,0.0,6.3752,-60.219,G1V,,,,,Isaacson et al.
HIP30419,128.18,0.0,6.3961,4.593,A5IV,,,,,Isaacson et al.
HIP30503,71.75,0.0,6.4122,-28.780,G2V,,,,,Isaacson et al.
HIP30630,47.62,0.0,6.4362,18.757,K0,,,,,Isaacson et al.
HIP30756,58.71,0.0,6.4628,20.783,G0,,,,,Isaacson et al.
GJ234,13.34,0.0,6.4898,-2.814,M4.5V,,,,,Isaacson et al.
HIP31167,140.90,0.0,6.5397,-5.869,F0Vnn+.,,,,,Isaacson et al.
HIP31592,64.58,0.0,6.6114,-19.256,K1III+.,,,,,Isaacson et al.
HIP31635,32.09,0.0,6.6197,17.565,M1:,,,,,Isaacson et al.
HIP31634,49.25,0.0,6.6198,-50.038,K0,,,,,Isaacson et al.
HIP31703,115.79,0.0,6.6319,73.696,F2,,,,,Isaacson et al.
HIP31711,70.45,0.0,6.6334,-61.533,G1/G2V,,,,,Isaacson et al.
HIP31878,71.43,0.0,6.6639,-61.478,M1V,,,,,Isaacson et al.
HIP32010,57.08,0.0,6.6877,23.957,K2,,,,,Isaacson et al.
HIP32322,86.43,0.0,6.7478,-27.342,F7V,,,,,Isaacson et al.
GJ244,8.58,0.0,6.7525,-16.716,A1V,,,,,Isaacson et al.
HIP32366,78.93,0.0,6.7564,-31.794,F7V,,,,,Isaacson et al.
HIP32423,81.21,0.0,6.7681,32.556,K3V,,,,,Isaacson et al.
HIP32439,58.06,0.0,6.7706,79.565,F8V,,,,,Isaacson et al.
HIP32480,53.82,0.0,6.7790,43.577,G0V,,,,,Isaacson et al.
HIP32617,130.46,0.0,6.8053,-1.319,F1V,,,,,Isaacson et al.
HIP32765,82.19,0.0,6.8318,-46.614,F5III,,,,,Isaacson et al.
HIP32769,53.49,0.0,6.8325,60.335,M0p,,,,,Isaacson et al.
HIP32851,97.19,0.0,6.8472,0.000,F2V,,,,,Isaacson et al.
HIP32919,61.32,0.0,6.8590,47.368,K2,,,,,Isaacson et al.
HIP32984,28.38,0.0,6.8717,-5.174,K3V,,,,,Isaacson et al.
HIP33142,34.57,0.0,6.9012,60.872,M:,,,,,Isaacson et al.
HIP33202,91.00,0.0,6.9107,13.178,F0Vp,,,,,Isaacson et al.
HIP33226,17.97,0.0,6.9136,33.268,K:...,,,,,Isaacson et al.
HIP33277,56.10,0.0,6.9219,25.376,G0V,,,,,Isaacson et al.
HIP33302,95.24,0.0,6.9271,-20.136,F2IV/V,,,,,Isaacson et al.
HIP33373,78.28,0.0,6.9411,40.074,K5V,,,,,Isaacson et al.
HIP33428,60.67,0.0,6.9513,30.756,M0,,,,,Isaacson et al.
HIP33478,125.57,0.0,6.9594,-24.631,F3V,,,,,Isaacson et al.
HIP33499,26.16,0.0,6.9629,-44.291,M4+...,,,,,Isaacson et al.
HIP33537,78.93,0.0,6.9699,22.476,G5V,,,,,Isaacson et al.
HIP33560,72.73,0.0,6.9739,-12.992,K4V,,,,,Isaacson et al.
HIP33690,60.01,0.0,6.9999,-61.336,K0IV-V,,,,,Isaacson et al.
HIP33817,47.62,0.0,7.0205,-25.949,K1V,,,,,Isaacson et al.
HIP33852,66.54,0.0,7.0274,48.379,K3V,,,,,Isaacson et al.
HIP33955,60.99,0.0,7.0453,-6.799,K5V,,,,,Isaacson et al.
HIP34017,61.97,0.0,7.0585,29.337,G4V,,,,,Isaacson et al.
HIP34052,55.12,0.0,7.0639,-43.561,K5V...,,,,,Isaacson et al.
HIP34065,52.84,0.0,7.0659,-43.608,G3V...,,,,,Isaacson et al.
HIP34069,48.92,0.0,7.0664,-43.611,K0V,,,,,Isaacson et al.
HIP34104,49.90,0.0,7.0716,10.509,M5,,,,,Isaacson et al.
HIP34115,49.58,0.0,7.0739,68.289,M5,,,,,Isaacson et al.
HIP34341,87.08,0.0,7.1192,3.447,M0V,,,,,Isaacson et al.
HIP34361,56.10,0.0,7.1230,-21.457,M2V:,,,,,Isaacson et al.
HIP34414,72.41,0.0,7.1345,29.834,G5,,,,,Isaacson et al.
HIP34567,79.91,0.0,7.1598,25.729,G8V,,,,,Isaacson et al.
HIP34782,154.92,0.0,7.2011,-30.821,A8III/I,,,,,Isaacson et al.
HIP34834,68.82,0.0,7.2093,-46.759,F0IV,,,,,Isaacson et al.
HIP34890,64.91,0.0,7.2186,-63.345,K5V,,,,,Isaacson et al.
HIP34950,81.87,0.0,7.2314,25.011,K1V,,,,,Isaacson et al.
HIP35136,54.79,0.0,7.2639,47.240,G0V,,,,,Isaacson et al.
HIP35191,40.12,0.0,7.2722,27.142,---,,,,,Isaacson et al.
HIP35296,47.94,0.0,7.2916,-46.979,K2V,,,,,Isaacson et al.
HIP35350,94.26,0.0,7.3016,16.540,A3V...,,,,,Isaacson et al.
HIP35550,58.71,0.0,7.3354,21.982,F0IV...,,,,,Isaacson et al.
HIP35643,112.20,0.0,7.3549,45.228,A7s,,,,,Isaacson et al.
HIP35821,52.84,0.0,7.3875,46.087,M2,,,,,Isaacson et al.
HIP35872,81.54,0.0,7.3964,12.964,G5,,,,,Isaacson et al.
HIP36046,125.90,0.0,7.4288,27.798,G9III+.,,,,,Isaacson et al.
HIP36121,83.50,0.0,7.4407,-15.770,K4V,,,,,Isaacson et al.
HIP36152,100.46,0.0,7.4473,21.536,F6V,,,,,Isaacson et al.
GJ273,12.23,0.0,7.4568,5.226,M3.5V,,,,,Isaacson et al.
HIP36210,73.39,0.0,7.4571,-51.402,G5IV-V,,,,,Isaacson et al.
HIP36349,50.55,0.0,7.4809,-30.247,M1V:e..,,,,,Isaacson et al.
HIP36357,57.08,0.0,7.4838,31.994,K2V,,,,,Isaacson et al.
HIP36366,60.01,0.0,7.4852,31.784,F0V...,,,,,Isaacson et al.
HIP36393,163.08,0.0,7.4890,28.118,A4V,,,,,Isaacson et al.
HIP36399,90.67,0.0,7.4904,-7.551,F8V,,,,,Isaacson et al.
HIP36439,64.91,0.0,7.4989,49.672,F6V,,,,,Isaacson et al.
HIP36515,70.78,0.0,7.5118,-37.339,G3V,,,,,Isaacson et al.
HIP36551,69.15,0.0,7.5188,14.614,K5,,,,,Isaacson et al.
HIP36627,37.18,0.0,7.5326,36.230,M4,,,,,Isaacson et al.
HIP36704,63.93,0.0,7.5502,37.030,G5,,,,,Isaacson et al.
HIP36817,94.59,0.0,7.5718,-23.474,F6V,,,,,Isaacson et al.
HIP36827,80.89,0.0,7.5739,-6.897,K2V,,,,,Isaacson et al.
HIP36850,51.53,0.0,7.5766,31.888,A2Vm,,,,,Isaacson et al.
HIP36915,42.73,0.0,7.5894,54.850,M0,,,,,Isaacson et al.
HIP36927,82.19,0.0,7.5908,-52.442,K3IV-V,,,,,Isaacson et al.
HIP36985,46.64,0.0,7.6020,-3.111,---,,,,,Isaacson et al.
HIP37217,35.22,0.0,7.6447,-21.224,M2,,,,,Isaacson et al.
GJ280,11.42,0.0,7.6550,5.225,F5IV,,,,,Isaacson et al.
HIP37288,48.27,0.0,7.6564,2.184,M0,,,,,Isaacson et al.
HIP37349,45.99,0.0,7.6665,-3.598,K2V,,,,,Isaacson et al.
HIP37494,87.08,0.0,7.6959,49.222,K4,,,,,Isaacson et al.
HIP37629,121.98,0.0,7.7219,28.883,K1III:S,,,,,Isaacson et al.
HIP37766,19.34,0.0,7.7445,3.552,M4.5Ve,,,,,Isaacson et al.
HIP37826,33.59,0.0,7.7553,28.026,K0IIIva,,,,,Isaacson et al.
HIP37853,49.25,0.0,7.7597,-34.172,G0V,,,,,Isaacson et al.
HIP38048,98.50,0.0,7.7991,-12.193,F5+...,,,,,Isaacson et al.
HIP38082,45.99,0.0,7.8046,20.368,M2,,,,,Isaacson et al.
HIP38117,85.45,0.0,7.8110,53.648,K4V,,,,,Isaacson et al.
HIP38228,71.10,0.0,7.8320,27.363,G5IV,,,,,Isaacson et al.
HIP38325,97.85,0.0,7.8516,54.129,F6V,,,,,Isaacson et al.
HIP38382,54.14,0.0,7.8629,-13.898,G2V,,,,,Isaacson et al.
HIP38423,58.71,0.0,7.8710,-34.705,F3/F5V,,,,,Isaacson et al.
HIP38594,63.60,0.0,7.9030,-25.303,M,,,,,Isaacson et al.
HIP38625,62.62,0.0,7.9095,-1.412,G8V,,,,,Isaacson et al.
HIP38657,64.91,0.0,7.9150,19.236,K2,,,,,Isaacson et al.
HIP38712,124.27,0.0,7.9254,8.863,F2IV,,,,,Isaacson et al.
HIP38784,55.45,0.0,7.9381,80.265,G8V,,,,,Isaacson et al.
HIP38908,52.51,0.0,7.9630,-60.303,G2V...,,,,,Isaacson et al.
HIP38910,59.69,0.0,7.9635,-33.952,K5V,,,,,Isaacson et al.
HIP38931,56.75,0.0,7.9661,0.000,K5V,,,,,Isaacson et al.
HIP38939,59.36,0.0,7.9679,-25.626,K3V,,,,,Isaacson et al.
HIP38956,26.61,0.0,7.9702,41.304,M4V,,,,,Isaacson et al.
HIP39064,75.34,0.0,7.9928,20.844,K0V,,,,,Isaacson et al.
HIP39157,54.79,0.0,8.0089,29.212,G8V,,,,,Isaacson et al.
HIP39342,56.10,0.0,8.0420,-66.021,K1V,,,,,Isaacson et al.
HIP39494,82.52,0.0,8.0730,43.962,M0,,,,,Isaacson et al.
HIP39826,55.77,0.0,8.1370,21.105,M:,,,,,Isaacson et al.
HIP39896,67.51,0.0,8.1490,32.820,M0.5V:e,,,,,Isaacson et al.
HIP39903,69.47,0.0,8.1502,-61.302,F5V,,,,,Isaacson et al.
HIP40035,73.06,0.0,8.1777,-13.799,F7V,,,,,Isaacson et al.
HIP40118,70.78,0.0,8.1941,32.457,G4V,,,,,Isaacson et al.
HIP40239,70.45,0.0,8.2190,-13.917,M0V,,,,,Isaacson et al.
HIP40375,59.69,0.0,8.2433,13.023,K5,,,,,Isaacson et al.
HIP40438,88.06,0.0,8.2570,-52.060,G1V,,,,,Isaacson et al.
HIP40501,29.84,0.0,8.2689,1.302,---,,,,,Isaacson et al.
HIP40671,73.39,0.0,8.3030,30.601,K4V,,,,,Isaacson et al.
HIP40693,40.77,0.0,8.3066,-12.632,K0V,,,,,Isaacson et al.
HIP40702,63.27,0.0,8.3088,-76.919,F5III,,,,,Isaacson et al.
HIP40706,92.95,0.0,8.3093,-36.659,A4m...,,,,,Isaacson et al.
HIP40774,75.99,0.0,8.3220,1.339,G5,,,,,Isaacson et al.
HIP40843,59.03,0.0,8.3344,27.217,F6V,,,,,Isaacson et al.
HIP40875,103.07,0.0,8.3406,57.743,F4V,,,,,Isaacson et al.
HIP40910,76.32,0.0,8.3487,14.071,M0,,,,,Isaacson et al.
HIP41130,88.06,0.0,8.3919,21.849,M0,,,,,Isaacson et al.
HIP41211,88.71,0.0,8.4097,-3.751,F3V,,,,,Isaacson et al.
HIP41307,124.92,0.0,8.4277,-3.906,A0V,,,,,Isaacson et al.
HIP41312,107.96,0.0,8.4289,-66.137,K2IIIva,,,,,Isaacson et al.
HIP41484,70.78,0.0,8.4602,45.653,G5V,,,,,Isaacson et al.
GJ1111,11.81,0.0,8.4971,26.777,M6.0V,,,,,Isaacson et al.
HIP41689,62.30,0.0,8.4990,61.726,M0,,,,,Isaacson et al.
HIP41926,39.46,0.0,8.5476,-31.501,K0V,,,,,Isaacson et al.
HIP42074,70.78,0.0,8.5754,0.000,G5,,,,,Isaacson et al.
HIP42080,157.86,0.0,8.5767,65.145,A2m,,,,,Isaacson et al.
HIP42172,86.43,0.0,8.5975,6.620,F8V,,,,,Isaacson et al.
HIP42173,76.32,0.0,8.5976,6.623,G5V,,,,,Isaacson et al.
HIP42220,45.01,0.0,8.6071,67.295,M2,,,,,Isaacson et al.
HIP42333,76.97,0.0,8.6306,-6.807,G0,,,,,Isaacson et al.
HIP42418,82.84,0.0,8.6501,6.955,K0,,,,,Isaacson et al.
HIP42438,46.31,0.0,8.6532,65.021,G1.5Vb,,,,,Isaacson et al.
HIP42499,60.34,0.0,8.6641,11.523,K1V,,,,,Isaacson et al.
HIP42697,72.73,0.0,8.7021,-42.929,K2V,,,,,Isaacson et al.
HIP42748,43.38,0.0,8.7124,9.557,M0,,,,,Isaacson et al.
HIP42762,50.23,0.0,8.7145,9.553,M5,,,,,Isaacson et al.
HIP42806,158.19,0.0,8.7214,21.468,A1IV,,,,,Isaacson et al.
HIP42808,36.20,0.0,8.7217,-38.882,K2V,,,,,Isaacson et al.
HIP42913,79.58,0.0,8.7451,-54.709,A1V,,,,,Isaacson et al.
HIP42940,84.47,0.0,8.7529,41.672,K3V,,,,,Isaacson et al.
HIP43233,84.15,0.0,8.8073,6.468,M0,,,,,Isaacson et al.
HIP43534,53.49,0.0,8.8667,66.131,K5,,,,,Isaacson et al.
HIP43557,78.60,0.0,8.8712,8.063,G0,,,,,Isaacson et al.
HIP43587,40.77,0.0,8.8766,28.331,G8V,,,,,Isaacson et al.
HIP43667,84.15,0.0,8.8965,35.222,M0V:,,,,,Isaacson et al.
HIP43726,55.45,0.0,8.9050,-5.434,G3V,,,,,Isaacson et al.
HIP43790,65.23,0.0,8.9188,1.546,M1,,,,,Isaacson et al.
HIP43797,78.60,0.0,8.9199,-54.966,F6V,,,,,Isaacson et al.
HIP43852,85.13,0.0,8.9321,36.196,G5,,,,,Isaacson et al.
HIP43970,159.82,0.0,8.9541,15.322,A5III,,,,,Isaacson et al.
HIP44001,160.47,0.0,8.9598,15.581,F0IV,,,,,Isaacson et al.
HIP44072,67.19,0.0,8.9773,20.547,M0,,,,,Isaacson et al.
HIP44075,69.47,0.0,8.9789,-16.133,F7/F8IV,,,,,Isaacson et al.
HIP44127,47.62,0.0,8.9868,48.042,A7IV,,,,,Isaacson et al.
HIP44143,85.13,0.0,8.9901,-59.084,F3V,,,,,Isaacson et al.
HIP44248,53.49,0.0,9.0107,41.783,F5V,,,,,Isaacson et al.
HIP44295,59.69,0.0,9.0215,15.266,M0V:p..,,,,,Isaacson et al.
HIP44382,124.27,0.0,9.0408,-66.396,Am,,,,,Isaacson et al.
HIP44722,47.29,0.0,9.1126,-8.807,M0,,,,,Isaacson et al.
HIP44897,62.30,0.0,9.1475,33.882,F9V,,,,,Isaacson et al.
HIP44899,72.73,0.0,9.1478,-34.843,K7V,,,,,Isaacson et al.
HIP44901,95.56,0.0,9.1479,51.604,Am,,,,,Isaacson et al.
HIP44955,68.82,0.0,9.1585,32.819,M2,,,,,Isaacson et al.
HIP44984,122.63,0.0,9.1629,11.564,F2p,,,,,Isaacson et al.
HIP45038,66.54,0.0,9.1732,67.134,F7IV-V,,,,,Isaacson et al.
HIP45075,121.66,0.0,9.1820,63.514,Am,,,,,Isaacson et al.
HIP45170,66.54,0.0,9.2049,14.996,G9V,,,,,Isaacson et al.
HIP45336,128.51,0.0,9.2394,2.314,B9.5V,,,,,Isaacson et al.
HIP45343,20.16,0.0,9.2397,52.686,M0V,,,,,Isaacson et al.
HIP120005,20.45,0.0,9.2402,52.686,K2,,,,,Isaacson et al.
HIP45383,60.01,0.0,9.2482,4.443,K0,,,,,Isaacson et al.
HIP45493,118.07,0.0,9.2698,54.022,A5V,,,,,Isaacson et al.
HIP45617,57.08,0.0,9.2982,28.560,K3V,,,,,Isaacson et al.
HIP45637,76.32,0.0,9.3025,-57.769,K7V,,,,,Isaacson et al.
HIP45688,121.66,0.0,9.3141,36.802,A1V,,,,,Isaacson et al.
HIP45836,94.59,0.0,9.3455,51.266,F3V,,,,,Isaacson et al.
HIP45839,78.60,0.0,9.3456,-5.754,K2,,,,,Isaacson et al.
HIP45908,33.92,0.0,9.3604,-60.282,M0V,,,,,Isaacson et al.
HIP45963,78.93,0.0,9.3739,40.201,K2V,,,,,Isaacson et al.
HIP46199,83.82,0.0,9.4197,46.098,K0,,,,,Isaacson et al.
HIP46343,65.23,0.0,9.4481,75.934,K2,,,,,Isaacson et al.
HIP46417,74.69,0.0,9.4656,80.580,K8,,,,,Isaacson et al.
HIP46509,55.45,0.0,9.4858,-2.769,F6V,,,,,Isaacson et al.
HIP46549,76.65,0.0,9.4931,-5.372,M0:,,,,,Isaacson et al.
HIP46580,41.10,0.0,9.4986,5.655,K3V,,,,,Isaacson et al.
HIP46626,62.95,0.0,9.5078,-32.103,K3/K4V,,,,,Isaacson et al.
HIP46651,60.34,0.0,9.5117,-40.467,F2IV,,,,,Isaacson et al.
HIP46706,34.25,0.0,9.5221,-13.489,M2,,,,,Isaacson et al.
HIP46733,75.34,0.0,9.5255,63.062,F0IV,,,,,Isaacson et al.
HIP46769,44.03,0.0,9.5323,36.320,M0,,,,,Isaacson et al.
HIP46816,59.69,0.0,9.5404,-11.184,K0,,,,,Isaacson et al.
HIP46843,57.73,0.0,9.5455,26.988,K0,,,,,Isaacson et al.
HIP46853,43.70,0.0,9.5476,51.677,F6IV,,,,,Isaacson et al.
HIP47080,36.20,0.0,9.5943,35.810,G8IV-V,,,,,Isaacson et al.
HIP47103,29.26,0.0,9.6004,-21.661,K,,,,,Isaacson et al.
HIP47175,107.31,0.0,9.6137,-49.355,A5V,,,,,Isaacson et al.
HIP47201,71.43,0.0,9.6198,22.694,M0V:,,,,,Isaacson et al.
HIP47300,124.92,0.0,9.6394,40.240,F0V,,,,,Isaacson et al.
HIP47425,30.95,0.0,9.6629,-41.068,M:,,,,,Isaacson et al.
HIP47513,36.86,0.0,9.6862,13.209,M2,,,,,Isaacson et al.
HIP47592,48.27,0.0,9.7040,-23.916,G0V,,,,,Isaacson et al.
HIP47690,57.73,0.0,9.7238,42.691,K5V,,,,,Isaacson et al.
