Name      RA rm rs    Dec dm ds yr    mag  sp      pc     pmRA  pmDec
HIP86032  17 34 56.1   12 33 36 2000  2.08 A5III   14.3   0.11 -0.22
HIP86036  17 34 59.6   61 52 28 2000  5.23 G0V     14.0   0.28 -0.53
HIP86057  17 35 13.6  -48 40 51 2000 10.1  K5       9.77  0.08  0.46
HIP86087  17 35 34.5   61 40 53 2000  9.98 M1      14.0   0.26 -0.51
HIP86141  17 36 13.4   71 52 42 2000  8.55 K5      19.0   0.09 -0.04
GJ687     17 36 25.9   68 20 21 2000  9.17 M3.0V    4.53 -0.32 -1.27
HIP86201  17 36 57.1   68 45 28 2000  4.77 F5V     23.4   0.00  0.32
HIP86214  17 37 03.7  -44 19 09 2000 10.9  M5       5.04 -0.71 -0.94
GJ682     17 37 03.7  -44 19 08 2000 10.9  M4.0V    5.04 -0.71 -0.94
HIP86282  17 37 48.7   22 57 20 2000  9.29 M0...   22.1  -0.15 -0.15
HIP86287  17 37 53.4   18 35 30 2000  9.62 M1       8.12  0.93  0.98
HIP86305  17 38 05.5  -54 30 01 2000  5.25 A7V     42.1  -0.05 -0.15
HIP86340  17 38 34.1   71 19 56 2000  9.10 M0      23.9  -0.12  0.31
HIP86400  17 39 16.9   03 33 18 2000  6.53 K3V     10.7  -0.18 -0.10
HIP86456  17 39 55.7   65 00 05 2000  8.39 K0      26.4  -0.02  0.11
HIP86486  17 40 23.8  -49 24 56 2000  4.76 F3IV    21.8   0.10 -0.18
HIP86614  17 41 56.4   72 08 55 2000  4.57 F5IV-V  22.0   0.03 -0.27
HIP86620  17 41 58.1   72 09 24 2000  5.81 G0V     22.3   0.03 -0.27
HIP86623  17 41 58.6   15 57 08 2000  5.54 F4Vw    35.5  -0.01  0.10
HIP86722  17 43 15.6   21 36 33 2000  7.51 K0V     23.5  -0.12 -0.62
HIP86736  17 43 25.8  -21 40 59 2000  4.86 F6/F7V  17.5  -0.10 -0.04
HIP86742  17 43 28.4   04 34 02 2000  2.76 K2III   25.1  -0.04  0.16
HIP86776  17 43 56.0   43 22 43 2000 10.4  M3       9.48  0.01 -0.60
HIP86796  17 44 08.7  -51 50 02 2000  5.12 G5V     15.2  -0.02 -0.19
HIP86990  17 46 34.2  -57 19 08 2000 10.7  M5       5.81 -1.12 -1.35
HIP87108  17 47 53.6   02 42 26 2000  3.75 A0V     29.0  -0.02 -0.08
HIP87261  17 49 51.5  -37 02 35 2000  3.19 K0/K1II 38.8   0.04  0.03
HIP87558  17 53 14.2   06 06 05 2000  5.77 F4IV-V  31.3  -0.13  0.07
HIP87579  17 53 29.9   21 19 31 2000  8.50 K0      24.8  -0.07  0.06
HIP87585  17 53 31.7   56 52 21 2000  3.73 K2III   34.1   0.09  0.08
HIP87768  17 55 44.9   18 30 01 2000  9.22 K5      23.0  -0.05 -0.05
GJ699     17 57 48.5   04 41 36 2000  9.57 M3.5V    1.83 -0.79 10.33
HIP87938  17 57 51.0   46 35 19 2000 11.7  M:      13.5  -0.02  0.58
HIP88175  18 00 29.0  -03 41 24 2000  4.62 F3V     23.1   0.15 -0.04
HIP88348  18 02 30.9   26 18 46 2000  7.01 K0V     21.9   0.39 -0.60
HIP88574  18 05 07.6  -03 01 52 2000  9.37 M2V      7.79  0.57 -0.33
HIP88601  18 05 27.3   02 30 00 2000  4.03 K0V:SB   5.08  0.12 -0.96
GJ702A    18 05 27.3   02 30 00 2000  4.21 K0.0V    5.10  0.13 -0.96
GJ702B    18 05 27.3   02 30 00 2000  6.01 K5V      5.10  0.13 -0.96
HIP88622  18 05 37.5   04 39 25 2000  6.80 G0V     24.3  -0.03 -0.32
HIP88635  18 05 48.5  -30 25 26 2000  2.98 K0III   29.4  -0.06 -0.18
HIP88684  18 06 15.2  -04 45 04 2000  5.74 K1IV    34.9   0.14 -0.03
HIP88694  18 06 23.7  -36 01 11 2000  5.94 G3V     17.3   0.11  0.01
HIP88726  18 06 49.9  -43 25 30 2000  4.92 A5V     43.8   0.01 -0.10
HIP88745  18 07 01.5   30 33 43 2000  5.05 F7V     15.6  -0.10  0.11
HIP88771  18 07 21.0   09 33 49 2000  3.71 A4IVs   25.3  -0.06  0.08
HIP88866  18 08 34.8  -63 40 06 2000  4.33 Am      42.4   0.02 -0.21
HIP88972  18 09 37.4   38 27 28 2000  6.38 K2V     11.0  -0.32 -0.47
HIP89042  18 10 26.2  -62 00 07 2000  5.47 G0V     17.7  -0.08  0.23
HIP89087  18 10 56.3   49 58 16 2000 10.0  K7      26.7  -0.01 -0.23
HIP89211  18 12 21.4  -43 26 41 2000  8.38 K7V     12.9   0.13 -0.42
HIP89348  18 13 53.8   64 23 50 2000  4.99 F5V     23.4   0.35  0.04
HIP89474  18 15 32.5   45 12 33 2000  6.30 G2V     22.6  -0.08 -0.11
HIP89560  18 16 31.1   45 33 28 2000 10.3  M0      17.1  -0.01  0.34
HIP89805  18 19 40.1  -63 53 11 2000  6.17 F9V     22.9   0.04 -0.28
HIP89825  18 19 50.8  -01 56 18 2000  9.66 K7V     19.3   0.00  0.00
HIP89937  18 21 03.4   72 43 58 2000  3.55 F7Vvar   8.05  0.53 -0.35
HIP89962  18 21 18.6  -02 53 55 2000  3.23 K0III-I 18.9  -0.55 -0.70
HIP90035  18 22 17.2   01 42 25 2000 10.1  K7V     26.8   0.08 -0.02
HIP90139  18 23 41.9   21 46 11 2000  3.85 K2III   39.3   0.20 -0.24
HIP90376  18 26 28.8   79 25 23 2000  9.24 K5      24.4   0.02  0.36
HIP90496  18 27 58.2  -25 25 18 2000  2.82 K1IIIb  23.6  -0.04 -0.19
HIP90568  18 28 49.9  -49 04 14 2000  4.10 G8/K0II 39.0   0.14 -0.23
HIP90626  18 29 31.9   09 03 43 2000  8.65 K2      26.8   0.19  0.07
HIP90656  18 29 52.4  -01 49 05 2000  8.04 K3V     18.7   0.17 -0.19
HIP90790  18 31 19.0  -18 54 31 2000  6.81 K1V     13.2  -0.14 -0.19
HIP90945  18 33 05.1  -54 15 47 2000  8.50 K4Vp... 18.8  -0.12 -0.14
HIP90959  18 33 17.8   22 18 51 2000  8.90 K4V     23.4  -0.18 -0.47
HIP90979  18 33 28.8  -11 38 09 2000 10.0  K7V     25.4  -0.29 -0.24
HIP91009  18 33 55.8   51 43 08 2000  8.20 K7Vvar  16.4   0.19 -0.32
HIP91128  18 35 18.4   45 44 38 2000  9.84 M2      15.4   0.45  0.36
HIP91154  18 35 49.8  -61 13 36 2000  9.34 K3V     21.5  -0.02 -0.43
HIP91217  18 36 27.8   09 07 20 2000  5.38 F5III   38.8  -0.01 -0.13
HIP91237  18 36 39.1   06 40 18 2000  5.43 F3V     31.7  -0.03 -0.14
HIP91262  18 36 56.3   38 47 01 2000  0.03 A0Vvar   7.75  0.20  0.29
HIP91430  18 38 44.7  -14 29 25 2000 11.2  M1V:    12.7   0.11 -0.57
HIP91438  18 38 53.4  -21 03 06 2000  5.85 G5V     12.9  -0.07 -0.15
HIP91605  18 40 54.9   31 31 59 2000  8.54 K3V     23.8   0.09 -0.84
HIP91608  18 40 57.3  -13 22 46 2000 10.6  M       16.2  -0.09 -0.67
HIP91699  18 41 59.0   31 49 49 2000 11.2  M4      11.3  -0.30  0.01
GJ725     18 42 46.7   59 37 48 2000  8.90 M3.0V    3.52 -1.33  1.80
GJ725     18 42 47.0   59 37 35 2000  9.69 M3.5V    3.52 -1.39  1.85
HIP91919  18 44 20.3   39 40 12 2000  4.67 F1V     49.7   0.01  0.06
HIP91926  18 44 22.8   39 36 45 2000  4.59 A8Vn    49.1   0.01  0.05
HIP91971  18 44 46.4   37 36 18 2000  4.34 Am      47.1   0.03  0.03
HIP91973  18 44 48.2   37 35 40 2000  5.73 F0IVvar 46.0   0.02  0.02
SCR1845   18 45 05.3  -63 57 47 2000 17.4  M8.5V    3.85  2.59  0.62
HIP92024  18 45 26.9  -64 52 16 2000  4.78 A7V     29.2   0.03 -0.15
HIP92043  18 45 39.7   20 32 46 2000  4.19 F6V     19.0  -0.01 -0.34
HIP92161  18 47 01.3   18 10 53 2000  4.34 A5III   28.4   0.08  0.12
HIP92200  18 47 27.3  -03 38 23 2000  8.81 K5      14.1  -0.13 -0.27
HIP92270  18 48 16.4   23 30 53 2000  6.19 F8V     28.6   0.03 -0.01
HIP92283  18 48 29.2   10 44 43 2000  7.97 K0      17.3   0.13 -0.44
HIP92311  18 48 51.9   17 26 20 2000  9.17 M0      17.0  -0.41 -0.42
GJ729     18 49 49.4  -23 50 09 2000 10.4  M3.5V    2.96  0.64 -0.19
HIP92451  18 50 26.6  -62 03 03 2000 10.7  M3      16.6   0.09  0.06
HIP92549  18 51 34.9   52 58 30 2000  5.51 G9IVa   26.0  -0.07  0.25
HIP92573  18 51 51.2   16 34 59 2000 10.1  M2      15.5  -0.23 -0.48
HIP92858  18 55 18.8  -37 29 54 2000  7.98 K1V     23.9   0.14 -0.36
HIP92871  18 55 27.4   08 24 08 2000 10.1  M2Ve    11.5   0.09 -0.07
HIP92919  18 55 53.2   23 33 23 2000  8.16 K0V     21.4   0.13 -0.28
HIP92946  18 56 13.2   04 12 12 2000  4.62 A5V     40.4   0.04  0.03
HIP92951  18 56 14.6   04 12 07 2000  4.98 A5Vn    43.7   0.05  0.03
HIP92984  18 56 37.2   04 15 54 2000  6.71 G5      27.0   0.00 -0.09
HIP93017  18 57 01.6   32 54 04 2000  5.20 G0V     14.9   0.20 -0.14
HIP93069  18 57 30.6  -55 59 30 2000  8.86 M2V     12.6   0.00 -0.44
HIP93101  18 58 00.1   05 54 29 2000  9.22 M2V     11.1  -0.19 -1.22
HIP93174  18 58 43.4  -37 06 26 2000  4.83 F3IV/V  29.9  -0.13 -0.11
HIP93185  18 58 51.0   30 10 50 2000  6.80 G0      23.4   0.06  0.19
HIP93408  19 01 26.4   46 56 05 2000  5.00 A7V     39.1   0.01 -0.09
HIP93506  19 02 36.7  -29 52 48 2000  2.60 A3IV    27.3  -0.01  0.00
HIP93747  19 05 24.6   13 51 48 2000  2.99 A0Vn    25.5  -0.01 -0.10
HIP93805  19 06 14.9  -04 52 57 2000  3.43 B9Vn    38.3  -0.02 -0.09
HIP93843  19 06 37.7   28 37 42 2000  5.53 F0III   40.8   0.08  0.08
HIP93858  19 06 52.5  -37 48 38 2000  6.15 G8V     17.1  -0.19 -0.37
HIP93864  19 06 56.4  -27 40 13 2000  3.32 K1/K2II 36.9  -0.05 -0.25
HIP93871  19 07 02.0   07 36 57 2000  9.23 K5V     24.2  -0.32 -0.76
HIP93873  19 07 05.6   20 53 16 2000 10.7  M2       8.62 -0.48 -0.35
HIP93899  19 07 13.2   20 52 37 2000 10.7  M2       8.86 -0.48 -0.33
HIP93917  19 07 25.6   32 30 06 2000  5.20 F0V     40.5   0.12  0.03
HIP94083  19 09 09.9   76 33 37 2000  5.11 A9V     27.2   0.05 -0.12
HIP94114  19 09 28.3  -37 54 16 2000  4.11 A0/A1V  39.7   0.09 -0.10
HIP94150  19 09 52.9  -68 25 27 2000  5.31 G8/K0II 36.8   0.15 -0.04
HIP94225  19 10 52.3  -47 09 31 2000  9.36 K7V     20.0  -0.05 -0.63
HIP94346  19 12 11.4   57 40 19 2000  7.04 G8V     20.0   0.22  0.41
HIP94349  19 12 14.6   02 53 11 2000 11.0  M4      10.1   1.79 -0.52
HIP94376  19 12 33.3   67 39 41 2000  3.07 G9III   30.7   0.09  0.09
HIP94645  19 15 33.2  -24 10 45 2000  6.25 F8V     27.0   0.11 -0.10
HIP94650  19 15 35.0   11 33 16 2000  8.06 K0      25.3   0.18 -0.17
HIP94739  19 16 42.9  -45 53 21 2000  9.38 K9V...  15.7   0.22 -0.41
HIP94779  19 17 06.2   53 22 06 2000  3.80 K0III   37.7   0.06  0.12
HIP95149  19 21 29.8  -34 59 00 2000  6.48 G1/G2V  20.8   0.08 -0.11
HIP95261  19 22 51.2  -54 25 26 2000  5.03 A0Vn    47.6   0.03 -0.08
HIP95319  19 23 34.0   33 13 19 2000  6.37 G8V     15.4   0.08  0.16
HIP95467  19 25 09.6  -66 28 07 2000  8.40 K5V     26.1  -0.23  0.24
HIP95501  19 25 29.9   03 06 53 2000  3.36 F0IV    15.3   0.25  0.08
HIP95575  19 26 26.0   49 27 55 2000  8.01 K3V     25.1   0.46  0.71
HIP95730  19 28 15.4   12 32 09 2000  9.17 K2      27.5  -0.05 -0.04
HIP95853  19 29 42.4   51 43 47 2000  3.76 A5Vn    37.5   0.02  0.13
HIP95995  19 31 08.0   58 35 09 2000  6.60 K1V     16.7  -0.51 -0.40
HIP96085  19 32 06.7  -11 16 29 2000  7.53 K2V     18.0   0.24  0.02
HIP96100  19 32 21.6   69 39 40 2000  4.67 K0V      5.76  0.60 -1.74
HIP96113  19 32 30.3  -35 27 06 2000  8.69 K3/K4V  22.0  -0.29  0.16
HIP96183  19 33 25.6   21 50 25 2000  6.89 G5V     20.1  -0.02 -0.20
HIP96229  19 34 05.4   07 22 44 2000  4.45 K3III   33.8   0.21 -0.16
HIP96258  19 34 19.8   51 14 11 2000  5.71 F7V     25.5   0.03 -0.19
HIP96285  19 34 39.8   04 34 57 2000  9.35 K5      14.4   0.52  0.31
HIP96395  19 35 55.6   56 59 02 2000  6.73 G0      24.2   0.00 -0.20
HIP96441  19 36 26.5   50 13 16 2000  4.49 F4V     18.5  -0.01  0.26
HIP96710  19 39 36.2  -26 45 07 2000 10.4  ---     22.3   0.37 -0.26
HIP96895  19 41 49.0   50 31 30 2000  5.99 G2V     21.6  -0.15 -0.16
HIP96901  19 41 52.0   50 31 03 2000  6.25 G5V     21.4  -0.14 -0.16
HIP97051  19 43 25.3   10 05 22 2000 10.0  M0      22.6   0.19  0.10
HIP97222  19 45 33.5   33 36 07 2000  7.68 K3V     20.3   0.01 -0.44
HIP97222  19 45 33.5   33 36 07 2000  7.68 K3V     20.3   0.01 -0.44
HIP97223  19 45 35.6   30 00 36 2000  9.15 K5V     20.6  -0.07 -0.10
HIP97295  19 46 25.6   33 43 39 2000  5.00 F5      20.8   0.02 -0.45
HIP97534  19 49 25.3  -72 30 12 2000  5.39 A4III   41.5   0.01  0.01
HIP97650  19 50 46.8   10 45 48 2000  5.38 F0V     26.4  -0.03  0.03
HIP97649  19 50 47.0   08 52 05 2000  0.76 A7IV-V   5.14  0.54  0.39
GJ768     19 50 47.0   08 52 06 2000  0.77 A7IV     5.11  0.54  0.39
HIP97675  19 51 01.6   10 24 56 2000  5.12 F8V     19.3   0.24 -0.13
GJ1245AC  19 53 54.2   44 24 55 2000 13.4  M5.5V    4.54  0.44 -0.58
GJ1245B   19 53 55.2   44 24 56 2000 14.0  M6V      4.54  0.44 -0.58
HIP98036  19 55 18.8   06 24 24 2000  3.71 G8IVvar 13.7   0.05 -0.48
HIP98106  19 56 16.1  -72 21 51 2000  8.40 K5V     23.3  -0.01 -0.30
HIP98130  19 56 37.0  -31 20 07 2000  8.42 K3/K4V  19.1   0.41  0.03
HIP98192  19 57 13.4   29 49 26 2000  7.91 K1V     25.4   0.11  0.24
HIP98204  19 57 19.6  -12 34 04 2000  9.29 K4V     18.8  -0.09 -0.51
HIP98316  19 58 33.0  -54 56 12 2000  8.54 K3V     22.7   0.11 -0.12
HIP98416  19 59 47.3  -09 57 29 2000  5.87 F8V     24.5  -0.25 -0.39
HIP98421  19 59 51.4  -34 41 52 2000  5.30 A4/A5IV 48.0   0.11 -0.07
HIP98470  20 00 20.3  -33 42 12 2000  5.65 F7V     20.8   0.13 -0.29
HIP98505  20 00 43.7   22 42 39 2000  7.67 G5      19.2   0.00 -0.25
HIP98677  20 02 34.2   15 35 31 2000  7.15 G7V     19.3  -0.16 -0.58
HIP98698  20 02 47.0   03 19 34 2000  7.46 K4V     13.1  -0.09  0.12
HIP98767  20 03 37.4   29 53 48 2000  5.73 G6IV+.. 15.8   0.68 -0.52
HIP98792  20 03 52.1   23 20 26 2000  7.28 K1V     15.5  -1.00 -0.91
HIP98819  20 04 06.2   17 04 12 2000  5.80 G1V     17.6  -0.39 -0.41
HIP98828  20 04 10.0   25 47 24 2000  7.82 K3V     21.6  -0.08 -0.04
HIP98906  20 05 02.2   54 26 03 2000 11.9  M3      15.8  -1.17 -0.90
HIP98921  20 05 09.8   38 28 42 2000  6.18 G5IV    18.8   0.26  0.11
HIP98959  20 05 32.8  -67 19 15 2000  6.07 G2V     17.7   0.84 -0.67
HIP99031  20 06 21.8   35 58 20 2000  5.38 K0IV    24.1  -0.22 -0.44
HIP99137  20 07 35.1  -55 00 57 2000  6.26 F8V     23.2   0.02  0.04
HIP99150  20 07 45.0  -31 45 14 2000 12.1  M       14.6   0.29 -0.75
HIP99240  20 08 43.6  -66 10 55 2000  3.55 G5IV-Vv  6.10  1.21 -1.13
HIP99316  20 09 34.3   16 48 20 2000  7.56 K0...   24.3   0.00  0.18
HIP99385  20 10 19.6  -20 29 36 2000  8.91 K4Vp    15.6  -0.46 -0.38
HIP99427  20 10 52.4   77 14 20 2000  8.88 K5      16.7   0.06  0.51
HIP99452  20 11 06.1   16 11 16 2000  7.34 K1V     20.4  -0.41  0.40
HIP99461  20 11 11.9  -36 06 04 2000  5.32 K2V      6.05  0.46 -1.57
HIP99572  20 12 25.9  -12 37 03 2000  5.84 F5V     28.0   0.19 -0.20
HIP99655  20 13 23.9   56 34 03 2000  4.28 A3IV-Vn 46.7   0.06  0.08
HIP99701  20 13 53.4  -45 09 50 2000  7.97 M0V      6.20  0.78 -0.16
HIP99711  20 13 59.8  -00 52 00 2000  7.79 K0      19.8  -0.06  0.26
HIP99742  20 14 16.6   15 11 51 2000  4.94 A2V     47.0   0.06  0.06
HIP99764  20 14 28.2  -07 16 55 2000 10.1  K7V     20.3   0.01 -0.27
HIP99770  20 14 32.0   36 48 22 2000  4.93 A2V     41.0   0.07  0.07
HIP99825  20 15 17.4  -27 01 58 2000  5.73 K3V      8.82  1.24 -0.18
HIP99880  20 15 52.6   42 58 44 2000  9.98 M0      24.4   0.01 -0.06
HIP100017 20 17 31.3   66 51 13 2000  5.91 G3V     17.5   0.47  0.30
HIP100064 20 18 03.3  -12 32 41 2000  3.58 G6/G8II 33.3   0.06  0.00
HIP100184 20 19 17.8  -47 34 48 2000  6.13 F5V     29.4   0.19 -0.18
HIP100223 20 19 36.9  -46 25 41 2000  8.73 K5V     17.9  -0.38 -0.10
HIP100511 20 22 52.4   14 33 03 2000  6.16 F8V     26.1   0.08 -0.01
HIP100852 20 26 53.0  -37 24 10 2000  6.24 K1IV    39.6  -0.26 -0.11
HIP100859 20 27 02.3   49 23 00 2000  5.73 F0V:    37.6   0.07  0.06
HIP100923 20 27 41.7  -27 44 51 2000 11.4  M3      15.4  -0.20 -0.88
HIP100925 20 27 44.2  -30 52 04 2000  6.61 G6/G8V  19.4  -0.01 -0.52
HIP101027 20 28 51.6  -17 48 49 2000  4.77 F3V     30.2  -0.02 -0.01
HIP101093 20 29 34.9   62 59 38 2000  4.21 A7III   41.5   0.05 -0.01
HIP101150 20 30 10.7   26 50 34 2000  9.69 M2      23.1  -0.16 -0.13
HIP101180 20 30 32.0   65 26 58 2000 10.5  M3       7.96  0.44  0.28
HIP101262 20 31 32.1   33 46 33 2000  9.22 K5      26.1   0.14  0.02
HIP101382 20 32 51.6   41 53 54 2000  7.08 G9V     22.2  -0.16  0.45
HIP101612 20 35 34.9  -60 34 54 2000  4.75 F1III   27.5   0.07 -0.19
HIP101772 20 37 34.0  -47 17 29 2000  3.11 K0III   31.0   0.05  0.07
HIP101955 20 39 37.7   04 58 19 2000  7.88 K5V     18.5   0.86  0.07
HIP101997 20 40 11.8  -23 46 25 2000  6.36 G8/K0V  14.6   0.50  0.46
HIP102040 20 40 45.1   19 56 07 2000  6.43 G5V     20.9   0.12  0.31
HIP102101 20 41 28.2   57 25 47 2000 10.2  M0      23.9   0.10  0.21
HIP102141 20 41 51.2  -32 26 06 2000 10.2  Mpe     10.2   0.27 -0.37
HIP102186 20 42 18.8  -52 41 57 2000  8.83 K7V     12.1   0.08 -1.07
HIP102226 20 42 49.4   20 50 40 2000  8.26 K0      25.3  -0.08 -0.35
HIP102253 20 43 11.0   66 39 26 2000  5.59 A8V     42.5   0.03  0.03
HIP102264 20 43 16.0  -29 25 26 2000  6.95 G3/G5V  22.4  -0.04 -0.21
HIP102332 20 44 00.6  -21 21 20 2000  9.84 K7V     26.1   0.03 -0.27
HIP102333 20 44 02.3  -51 55 15 2000  4.51 A6:var  24.1   0.16 -0.05
HIP102409 20 45 09.5  -31 20 27 2000  8.81 M1Ve     9.94  0.28 -0.36
HIP102422 20 45 17.4   61 50 19 2000  3.41 K0IV    14.3   0.09  0.82
HIP102485 20 46 05.7  -25 16 15 2000  4.13 F5V     14.6  -0.05 -0.16
HIP102488 20 46 12.7   33 58 12 2000  2.48 K0III   22.0   0.36  0.33
HIP102531 20 46 38.9   16 07 26 2000  5.15 A2Ia+.. 31.5  -0.01 -0.20
HIP102532 20 46 39.5   16 07 27 2000  4.27 K1IV    31.1  -0.03 -0.20
HIP102766 20 49 16.2   32 17 05 2000  8.25 K2      23.6  -0.16 -0.27
HIP102805 20 49 37.8   12 32 42 2000  6.01 F5V     29.5   0.05  0.10
HIP102843 20 50 04.9   44 03 33 2000  5.06 A4me... 42.2   0.12  0.13
HIP102851 20 50 10.6   29 23 02 2000  8.32 K5V     20.6   0.02 -0.06
HIP102870 20 50 33.1   52 53 58 2000  9.69 K5      22.4   0.29  0.44
HIP103039 20 52 33.0  -16 58 29 2000 11.4  ---      5.48 -0.31  0.03
HIP103096 20 53 19.8   62 09 15 2000  8.55 M2V      7.04  0.00 -0.77
HIP103256 20 55 06.9   13 10 36 2000  8.82 K3V     22.7   0.55  0.37
HIP103388 20 56 46.6   10 26 54 2000 11.3  M4      14.7  -0.02 -1.11
HIP103389 20 56 47.3  -26 17 46 2000  5.70 F7V     21.0   0.10 -0.07
HIP103441 20 57 25.4   22 21 45 2000 11.9  M3      13.6   0.77 -0.21
HIP103458 20 57 40.1  -44 07 45 2000  6.52 G0V     21.6  -0.52 -0.98
HIP103650 21 00 03.4   70 40 07 2000  9.32 K2      25.7   0.15 -0.05
HIP103673 21 00 21.5  -51 15 55 2000  5.76 F5IV-V  28.5  -0.09  0.13
HIP103768 21 01 39.1  -32 31 28 2000  9.37 K5V     20.4   0.24 -0.12
HIP103800 21 01 58.6  -06 19 07 2000 11.2  M3      13.8  -0.23 -0.45
HIP103859 21 02 40.8   45 53 05 2000  7.69 K2      19.3   0.40  0.14
HIP103910 21 03 13.9  -56 57 48 2000 12.8  M4      14.1  -0.36  0.35
HIP104019 21 04 24.3  -19 51 18 2000  4.82 A5V     48.4  -0.04 -0.02
HIP104092 21 05 19.7   07 04 09 2000  8.27 K5      14.8   0.08 -0.56
HIP104139 21 05 56.8  -17 13 58 2000  4.08 A1V     48.5   0.08 -0.06
GJ820A    21 06 53.9   38 44 57 2000  5.20 K5.0V    3.49  4.16  3.26
GJ820B    21 06 55.3   38 44 30 2000  6.03 K7.0V    3.49  4.11  3.14
HIP104239 21 07 10.4  -13 55 22 2000  7.12 K1V     17.6   0.38 -0.05
HIP104383 21 08 45.5  -04 25 36 2000  9.45 M1      26.3  -0.08 -0.03
HIP104436 21 09 20.7  -82 01 38 2000  6.98 G3V     24.2   0.26 -0.05
HIP104440 21 09 22.4  -73 10 22 2000  5.67 G3IV    18.7   0.46 -0.29
HIP104521 21 10 20.5   10 07 53 2000  4.70 F0p     35.2   0.05 -0.15
HIP104644 21 11 49.6  -43 36 49 2000 11.9  M1:     14.3   0.22 -0.69
HIP104887 21 14 47.5   38 02 43 2000  3.74 F1IV    20.9   0.20  0.41
HIP105038 21 16 32.5   09 23 37 2000  7.88 K2      16.1   0.15 -0.12
GJ825     21 17 15.3  -38 52 02 2000  6.67 K9.0V    3.94 -3.26 -1.15
HIP105152 21 18 03.0   00 09 41 2000  8.15 K2      19.2   0.47 -0.19
HIP105184 21 18 27.3  -43 20 04 2000  6.75 G5V     23.7   0.24  0.02
HIP105199 21 18 34.8   62 35 08 2000  2.45 A7IV-V  14.9   0.15  0.05
HIP105312 21 19 45.6  -26 21 10 2000  6.56 G5V     18.7  -0.58 -0.36
HIP105319 21 19 52.0  -53 26 57 2000  4.39 A5V     29.7   0.11 -0.07
HIP105341 21 20 13.8  -19 51 08 2000  9.09 K5V     16.3  -0.17 -0.72
HIP105406 21 21 01.4   40 20 42 2000  6.39 F8V     26.5  -0.02 -0.21
HIP105668 21 24 11.5  -12 52 41 2000  5.48 F0V     48.0   0.09  0.01
HIP105675 21 24 15.1  -58 41 32 2000  8.68 K3V     25.3  -0.10 -0.02
HIP105712 21 24 40.6  -68 13 40 2000  6.98 G5V     20.4   0.14  0.17
HIP105769 21 25 19.6   46 42 51 2000  5.59 F0V     34.3   0.19  0.05
HIP105858 21 26 26.6  -65 21 58 2000  4.21 F6V      9.21  0.08  0.80
HIP105860 21 26 26.7   19 22 32 2000  6.08 A8m     46.0   0.08  0.02
HIP105905 21 26 58.5  -56 07 30 2000  8.65 K3V     23.1   0.66  0.14
HIP105911 21 27 01.3  -44 48 30 2000  7.49 K0V     23.5   0.26  0.18
HIP105932 21 27 16.9  -06 50 39 2000 11.0  M0      16.2   0.02 -0.40
HIP105932 21 27 16.9  -06 50 39 2000 11.0  M0      16.2   0.02 -0.40
HIP106106 21 29 36.8   17 38 35 2000 10.3  M4       6.74  1.01  0.38
HIP106147 21 30 02.8  -12 30 36 2000  9.11 K4/K5V  18.0   1.02 -0.26
HIP106231 21 31 01.7   23 20 07 2000  9.23 K8      25.0   0.13 -0.14
HIP106400 21 33 01.1   62 00 08 2000  9.34 K       23.1   0.37  0.19
GJ832     21 33 34.0  -49 00 31 2000  8.66 M1.5V    4.94 -0.05 -0.82
HIP106481 21 33 58.8   45 35 30 2000  3.98 G8III   38.1  -0.02 -0.09
HIP106559 21 34 51.1  -20 05 03 2000  5.70 F5V     27.1  -0.03  0.04
HIP106696 21 36 41.2  -50 50 43 2000  7.14 K2V     14.7   0.42 -0.20
HIP106811 21 38 00.4   27 43 25 2000  9.83 ---     13.1   0.47 -0.08
HIP106897 21 39 01.2   20 15 55 2000  5.77 F2V     39.1   0.12  0.00
HIP107022 21 40 29.8  -74 04 27 2000  7.07 G8V     22.1  -0.14  0.21
HIP107089 21 41 28.6  -77 23 24 2000  3.73 K0III   21.1   0.06 -0.24
HIP107143 21 42 10.2  -41 07 29 2000  8.82 K5V     23.5   0.24 -0.29
HIP107346 21 44 30.0   41 35 50 2000  9.65 K0      20.2  -0.06  0.04
HIP107350 21 44 31.3   14 46 19 2000  5.96 G0V     18.3   0.23 -0.11
HIP107522 21 46 35.8  -57 42 12 2000  8.77 K7V     19.0   0.09 -0.91
HIP107556 21 47 02.4  -16 07 38 2000  2.85 A5mF2   11.8   0.26 -0.30
HIP107625 21 48 00.0  -40 15 21 2000  8.62 K3V     23.7   0.11 -0.35
HIP107649 21 48 15.8  -47 18 12 2000  5.57 G2V     15.6   0.17 -0.29
HIP107705 21 49 05.8  -72 06 08 2000  9.53 M2Ve    16.1   0.30 -0.29
HIP107711 21 49 11.9  -41 33 32 2000 11.5  M6      13.4   0.95 -0.47
HIP107772 21 49 59.8  -41 14 42 2000 10.5  M0      22.4  -0.24  0.23
HIP107788 21 50 08.7   17 17 09 2000  5.34 F2III-I 33.4   0.09 -0.04
HIP107975 21 52 29.9   28 47 36 2000  5.52 F6IVwva 27.6  -0.06 -0.06
HIP108028 21 53 05.4   20 55 49 2000  8.18 K0      23.9  -0.01 -0.10
HIP108036 21 53 17.8  -13 33 06 2000  5.08 F3IV    27.6   0.31  0.01
HIP108092 21 53 59.0   41 46 44 2000 10.3  M2      23.2   0.38 -0.36
